list_id,player_id,faction_id,leader,list,cccode
6021,3010,5,"Vyros 2","Retribution Army - 75 / 75 points\n[Theme] Forges of War\n\n(Vyros 2) Vyros, Incissar of the Dawnguard [+27]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Helios [34]\n - Imperatus [22]\n - Sylys Wyshnalyrr, The Seeker [0(4)]\nArcanist Mechanik [2]\nArcanist Mechanik [2]\nArcanist Mechanik [2]\nEiryss, Mage Hunter of Ios [0(7)]\nHouse Shyeel Artificer [0(5)]\n","c5101b_-0X0G0w0w3y3y3J2w4V2G2H2V313u2V313u___-0hb-2w2w2w2w2wgjd_9v3y3y3y3W4L"
6018,3009,9,"Zaadesh 2","Skorne Army - 75 / 75 points\n[Theme] Imperial Warhost\n\n(Zaadesh 2) Lord Tyrant Zaadesh [+28]\n - Agonizer [0(6)]\n - Agonizer [0(6)]\n - Aradus Sentinel [16]\n - Aradus Sentinel [16]\n - Archidon [10]\n - Basilisk Krea [0(7)]\n - Titan Gladiator [15]\nOrin Midwinter, Rogue Inquisitor [5]\nPaingiver Beast Handlers (max) [7]\nSiege Animantarax [17]\nSiege Animantarax [17]\n","c9101b_-0LgO6r6reGeG6U4x5G7y5VhVhV___-0Zju6U6U5G6v5P6KcTfs5U6c6d6h6h"
6019,3009,9,"Jalaam 1","Skorne Army - 75 / 75 points\n[Theme] Masters of War\n\n!!! Your army contains a pre-release entry.\n\n(Jalaam 1) Primus Jalaam [+28]\n - Archidon [10]\n - Archidon [10]\n - Titan Gladiator [15]\nExtoller Soulward [3]\nCataphract Cetrati (max) [18]\n - Tyrant Vorkesh [0(6)]\nCataphract Incindiarii (max) [17]\nLegends of Halaak [8]\nPaingiver Beast Handlers (min) [5]\nPraetorian Swordsmen (max) [13]\n - Praetorian Swordsman Officer & Standard [4]\nTyrant Commander & Standard Bearer [0(6)]\nTyrant Commander & Standard Bearer [0(6)]\n","c9101b_-0LgO6r6reGeG6U4x5G7y5VhVhV___-0Zju6U6U5G6v5P6KcTfs5U6c6d6h6h"
6024,3012,2,"Thyra 1","Protectorate Army - 75 / 75 points\n[Theme] Guardians of the Temple\n\n(Thyra 1) Thyra, Flame of Sorrow [+29]\n - Blood of Martyrs [16]\n - Guardian [15]\nNicia, Tear of Vengeance [0(5)]\nPyrrhus, Flameguard Hero [0(5)]\nVassal of Menoth [3]\nChoir of Menoth (min) [4]\nDaughters of the Flame [10]\nFlame Bringers (max) [17]\nFlame Bringers (max) [17]\nTemple Flameguard (max) [11]\n - Temple Flameguard Officer & Standard [0(4)]\nTemple Flameguard (max) [11]\n","c2101b_-0c3K3N1X3Sf73z2_2MdSdS2K2L2K___-0dfZgS229x9xg93q3C3t3z303j"
6025,3012,2,"Malekus 1","Protectorate Army - 75 / 75 points\n[Theme] The Creator's Might\n\n(Malekus 1) Malekus, the Burning Truth [+30]\n - Eye of Truth [20]\n - Reckoner [16]\n - Repenter [8]\n - Repenter [8]\n - Revelator [37]\n - Hierophant [0(3)]\nThe Covenant of Menoth [0(4)]\nVassal Mechanik [1]\nVassal of Menoth [0(3)]\nChoir of Menoth (max) [6]\nVisgoth Juviah Rhoven & Honor Guard [9]\n","c2101b_-0c3K3N1X3Sf73z2_2MdSdS2K2L2K___-0dfZgS229x9xg93q3C3t3z303j"
6026,3013,2,"Amon 1","Protectorate Army - 75 / 75 points\n[Theme] The Creator's Might\n\n(Amon 1) High Allegiant Amon Ad-Raza [+29]\n - Crusader [10]\n - Crusader [10]\n - Crusader [10]\n - Dervish [7]\n - Dervish [7]\n - Dervish [7]\n - Dervish [7]\n - Devout [9]\n - Templar [15]\n - Hierophant [0(3)]\nThe Covenant of Menoth [0(4)]\nVassal Mechanik [1]\nVassal of Menoth [0(3)]\nVassal of Menoth [3]\nWrack [1]\nChoir of Menoth (min) [4]\nChoir of Menoth (min) [4]\nVisgoth Juviah Rhoven & Honor Guard [9]\n","c2101b_-0d171U1U1U1q1q1q1q1r243q3C3t3z3z3B2_2_3j___-0E0Q1r1H1Hk93p3p3B2_2mbQ2mbQ2jfV2jfV"
6027,3013,2,"High Reclaimer 2","Protectorate Army - 75 / 75 points\n[Theme] Exemplar Interdiction\n\n(High Reclaimer 2) Testament of Menoth [+27]\n - Devout [9]\n - Revenger [10]\n - Revenger [10]\nExemplar Warder Elias Gade [0(5)]\nKnights Exemplar Seneschal [0(5)]\nKnights Exemplar Seneschal [0(5)]\nWrack [1]\nChoir of Menoth (min) [4]\nExemplar Errants (max) [16]\n - Exemplar Errant Officer & Standard [4]\nExemplar Errants (max) [16]\n - Exemplar Errant Officer & Standard [4]\nKnights Exemplar [9]\n - Knights Exemplar Officer [5]\nKnights Exemplar [9]\n - Knights Exemplar Officer [5]\n","c2101b_-0d171U1U1U1q1q1q1q1r243q3C3t3z3z3B2_2_3j___-0E0Q1r1H1Hk93p3p3B2_2mbQ2mbQ2jfV2jfV"
6028,3014,3,"Butcher 3","Khador Army - 75 / 75 points\n[Theme] Winter Guard Kommand\n\n(Butcher 3) Kommander Zoktavir, The Butcher Unleashed [+22]\n - Marauder [10]\n - Marauder [10]\n - Ruin [17]\nGobber Tinker [2]\nKovnik Jozef Grigorovich [4]\nWidowmaker Marksman [4]\nKayazy Eliminators [5]\nWinter Guard Field Gun Crew [0(4)]\nWinter Guard Mortar Crew [0(5)]\nWinter Guard Rifle Corps (min) [8]\n - Winter Guard Rocketeer (3) [6]\nWinter Guard Rifle Corps (min) [8]\n - Winter Guard Rocketeer (3) [6]\nWinter Guard Gun Carriage [17]\n","c3101b_-0fdI7t7teQdH8t8rch7Z7-7X7W7X7Wi6___-0f477p7udH8t8M8I8e7-7-7X7W7X7Wi6"
6029,3014,3,"Sorscha 1","Khador Army - 75 / 75 points\n[Theme] Winter Guard Kommand\n\n(Sorscha 1) Kommander Sorscha [+29]\n - Destroyer [14]\n - Spriggan [19]\nGobber Tinker [2]\nKovnik Jozef Grigorovich [4]\nLady Aiyana & Master Holt [8]\n - Koldun Kapitan Valachev [4]\nWidowmaker Scouts [8]\nWinter Guard Mortar Crew [0(5)]\nWinter Guard Mortar Crew [0(5)]\nWinter Guard Rifle Corps (min) [8]\n - Winter Guard Rocketeer (3) [6]\nWinter Guard Rifle Corps (min) [8]\n - Winter Guard Rocketeer (3) [6]\nWinter Guard Gun Carriage [17]\n","c3101b_-0fdI7t7teQdH8t8rch7Z7-7X7W7X7Wi6___-0f477p7udH8t8M8I8e7-7-7X7W7X7Wi6"
6032,3016,3,"Strakhov 2","Khador Army - 74 / 75 points\n[Theme] Armored Korps\n\n(Strakhov 2) Assault Kommander Strakhov [+22]\n - Kodiak [13]\n - Kodiak [13]\nMan-O-War Drakhun [9]\nMan-O-War Drakhun [9]\nMan-O-War Kovnik [0(5)]\nMan-O-War Kovnik [0(5)]\nSaxon Orrik [4]\nBattle Mechaniks (min) [3]\n - Battle Mechanik Officer [3]\nMan-O-War Bombardiers (max) [16]\nMan-O-War Shocktroopers (min) [10]\n - Man-O-War Shocktrooper Officer [0(4)]\nMan-O-War Shocktroopers (max) [16]\n","c3101b_-0ThD7s7s8p8p8q8q4i868H7M7Pgd7Q___-0f477veY8t8r7Z7R7T7W7S7W7-7Y7Wi6"
6033,3016,3,"Sorscha 1","Khador Army - 75 / 75 points\n[Theme] Winter Guard Kommand\n\n(Sorscha 1) Kommander Sorscha [+29]\n - Beast 09 [21]\n - Rager [11]\nKovnik Jozef Grigorovich [4]\nWidowmaker Marksman [4]\nWinter Guard Field Gun Crew [0(4)]\nWinter Guard Infantry (min) [6]\n - Winter Guard Infantry Officer & Standard [0(4)]\n - Winter Guard Rocketeer (3) [6]\nWinter Guard Infantry (max) [10]\n - Winter Guard Rocketeer (3) [6]\nWinter Guard Mortar Crew [0(5)]\nWinter Guard Rifle Corps (max) [13]\n - Winter Guard Rocketeer (3) [6]\nWinter Guard Gun Carriage [17]\n","c3101b_-0ThD7s7s8p8p8q8q4i868H7M7Pgd7Q___-0f477veY8t8r7Z7R7T7W7S7W7-7Y7Wi6"
6030,3015,2,"Amon 1","Protectorate Army - 75 / 75 points\n[Theme] Guardians of the Temple\n\n(Amon 1) High Allegiant Amon Ad-Raza [+29]\n - Crusader [10]\n - Crusader [10]\n - Dervish [7]\n - Dervish [7]\n - Templar [15]\n - Templar [15]\nKell Bailoch [5]\nNicia, Tear of Vengeance [0(5)]\nVassal Mechanik [1]\nVassal of Menoth [3]\nChoir of Menoth (min) [4]\nChoir of Menoth (min) [4]\nDaughters of the Flame [10]\nFlameguard Cleansers (min) [9]\n - Flameguard Cleanser Officer [4]\n","c2101b_-0c171U1U1q1q24247m3S3t3z2_2_2M2O3R___-0OgReV223kgb3E3r7z3B2_2W2WjH3G3H3G3H"
6031,3015,2,"Feora 3","Protectorate Army - 75 / 75 points\n[Theme] The Faithful Masses\n\n(Feora 3) Feora, the Conquering Flame [+27]\n - Hand of Judgment [18]\n - Reckoner [16]\nAllegiant of the Order of the Fist [0(3)]\nDeliverer Arms Master [3]\nHigh Paladin Dartan Vilmon [0(6)]\nPaladin of the Order of the Wall [4]\nRhupert Carvolo, Piper of Ord [4]\nWrack [1]\nChoir of Menoth (min) [4]\nDeliverer Sunburst Crew [0(5)]\nDeliverer Sunburst Crew [5]\nHoly Zealots (min) [7]\nIdrian Skirmishers (max) [15]\n - Idrian Skirmisher Chieftain & Guide [5]\nIdrian Skirmishers (max) [15]\n - Idrian Skirmisher Chieftain & Guide [5]\n","c2101b_-0c171U1U1q1q24247m3S3t3z2_2_2M2O3R___-0OgReV223kgb3E3r7z3B2_2W2WjH3G3H3G3H"
6034,3017,8,"Tanith 1","Circle Army - 75 / 75 points\n[Theme] Call of the Wild\n\n(Tanith 1) Tanith the Feral Song [+31]\n - Feral Warpwolf [18]\n - Feral Warpwolf [18]\n - Loki [19]\n - Pureblood Warpwolf [17]\n - Shadowhorn Satyr [12]\n - Shadowhorn Satyr [12]\n - Druid Wilder [0(4)]\nBlackclad Wayfarer [0(4)]\nBlackclad Wayfarer [0(4)]\nGallows Grove [2]\nShifting Stones [3]\nShifting Stones [3]\nSwamp Gobbers Bellows Crew [2]\n","c8101b_-0Wg14O4OgZ4M4K4K5A5g5gc95f5f2N___-0p5C4QjGcn4H4Hg4g45g5e5f5y5f"
6035,3017,8,"Baldur 2","Circle Army - 74 / 75 points\n[Theme] The Bones of Orboros\n\n(Baldur 2) Baldur the Stonesoul [+30]\n - Megalith [20]\n - Wold Guardian [16]\n - Woldwrath [37]\n - Woldwyrd [9]\n - Woldwyrd [9]\nBlackclad Stoneshaper [0(3)]\nBlackclad Stoneshaper [0(3)]\nBlackclad Wayfarer [0(4)]\nSentry Stone & Mannikins [5]\nShifting Stones [3]\n - Stone Keeper [2]\nShifting Stones [3]\n","c8101b_-0Wg14O4OgZ4M4K4K5A5g5gc95f5f2N___-0p5C4QjGcn4H4Hg4g45g5e5f5y5f"
6040,3020,5,"Vyros 2","Retribution Army - 75 / 75 points\n[Theme] Forges of War\n\n(Vyros 2) Vyros, Incissar of the Dawnguard [+27]\n - Aspis [6]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Helios [34]\n - Imperatus [22]\nArcanist Mechanik [0(2)]\nArcanist Mechanik [0(2)]\nHouse Shyeel Artificer [0(5)]\nHouse Shyeel Arcanists [7]\n - Soulless Escort (1) [1]\n","c5101b_-0hb-4G2w2w2w2wgjd_3y3y4LhM3u___-0zgx4E0udPdP35363u35363u35363uhT"
6041,3020,5,"Elara 2","Retribution Army - 75 / 75 points\n[Theme] Defenders of Ios\n\n(Elara 2) Elara, Death's Shadow [+28]\n - Banshee [18]\n - Phoenix [18]\nHouseguard Thane [0(4)]\nHouseguard Thane [0(4)]\nHouseguard Halberdiers (max) [13]\n - Houseguard Halberdier Officer & Standard [0(4)]\n - Soulless Escort (1) [1]\nHouseguard Halberdiers (max) [13]\n - Houseguard Halberdier Officer & Standard [4]\n - Soulless Escort (1) [1]\nHouseguard Halberdiers (max) [13]\n - Houseguard Halberdier Officer & Standard [4]\n - Soulless Escort (1) [1]\nArcantrik Force Generator [17]\n","c5101b_-0hb-4G2w2w2w2wgjd_3y3y4LhM3u___-0zgx4E0udPdP35363u35363u35363uhT"
6038,3019,10,"Twins 2","Legion Army - 75 / 75 points\n[Theme] Oracles of Annihilation\n\n!!! Your army contains a pre-release entry.\n\n(Twins 2) Saeryn & Rhyas, Talons of Everblight [+24]\n - Naga Nightlurker [8]\n - Nephilim Protector [10]\n - Seraph [14]\n - Zuriel [18]\nBlighted Nyss Sorceress & Hellion [0(6)]\nBlighted Nyss Sorceress & Hellion [0(6)]\nSpell Martyr [1]\nWrong Eye [17]\nFarrow Valkyries [8]\nSpawning Vessel (max) [7]\nThrone of Everblight [16]\n","ca101b_-0tfdbvaKaOeKbebecobFjDb2hW___-0tewbveJeJbwbgaO2929bubbbbcob9b9br"
6039,3019,10,"Absylonia 2","Legion Army - 75 / 75 points\n[Theme] Oracles of Annihilation\n\n(Absylonia 2) Absylonia, Daughter of Everblight [+28]\n - Naga Nightlurker [8]\n - Neraph [12]\n - Neraph [12]\n - Proteus [19]\n - Scythean [18]\n - Seraph [14]\n - Shredder [4]\n - Shredder [4]\n - Succubus [0(4)]\nBlighted Nyss Shepherd [1]\nBlighted Nyss Shepherd [1]\nSpell Martyr [1]\nThe Forsaken [0(4)]\nThe Forsaken [0(4)]\nBlackfrost Shard [9]\n","ca101b_-0tfdbvaKaOeKbebecobFjDb2hW___-0tewbveJeJbwbgaO2929bubbbbcob9b9br"
6036,3018,9,"Makeda 1","Skorne Army - 75 / 75 points\n\n(Makeda 1) Archdomina Makeda [+29]\n - Molik Karn [19]\n - Scarab Pack [10]\n - Titan Gladiator [15]\nGremlin Swarm [3]\nMaximus [4]\nPaingiver Bloodrunner Master Tormentor [4]\nPaingiver Bloodrunner Master Tormentor [4]\nTotem Hunter [6]\nWrong Eye [17]\nLegends of Halaak [8]\nPaingiver Beast Handlers (min) [5]\nPaingiver Bloodrunners [9]\n","c9101b3_5Jeo5GhmeN6w6w4nbFfs5U5S___-0k6I6S4C5G6v6vcvgg5V6p6F6WhVhV"
6037,3018,9,"Rasheth 1","Skorne Army - 75 / 75 points\n[Theme] Winds of Death\n\n(Rasheth 1) Dominar Rasheth [+28]\n - Cyclops Raider [9]\n - Cyclops Shaman [8]\n - Titan Gladiator [15]\nExtoller Soulward [0(3)]\nExtoller Soulward [3]\nMortitheurge Willbreaker [0(4)]\nVenator Dakar [0(4)]\nPaingiver Beast Handlers (max) [7]\nVenator Reivers (max) [15]\n - Venator Reiver Officer & Standard [4]\nVenator Slingers (min) [8]\nSiege Animantarax [17]\nSiege Animantarax [17]\n","c9101b3_5Jeo5GhmeN6w6w4nbFfs5U5S___-0k6I6S4C5G6v6vcvgg5V6p6F6WhVhV"
6044,3022,1,"Brisbane 1","Cygnar Army - 75 / 75 points\n[Theme] Storm Division\n\n(Brisbane 1) Major Markus ""Siege"" Brisbane [+28]\n - Firefly [8]\n - Firefly [8]\n - Triumph [18]\n - Squire [0(5)]\nCaptain Arlan Strangewayes [0(4)]\nJourneyman Warcaster [0(4)]\n - Firefly [8]\nStormblade Infantry [10]\n - Stormblade Infantry Officer & Standard [5]\n - Stormblade Infantry Storm Gunner (3) [6]\nStormsmith Storm Tower [4]\nStorm Strider [18]\nStorm Strider [18]\n","c1101b_-0e919c9cicakanaj9ca5a6a9aibzbz___-0niO9E9F9Fawaw9Hakazim9b9b9Q"
6045,3022,1,"Kraye 1","Cygnar Army - 74 / 75 points\n[Theme] Heavy Metal\n\n(Kraye 1) Captain Jeremiah Kraye [+28]\n - Defender [16]\n - Hammersmith [12]\n - Hammersmith [12]\n - Minuteman [9]\n - Minuteman [9]\n - Stormclad [18]\n - Squire [0(5)]\nArchduke Alain Runewood, Lord of Fharin [0(4)]\nTrencher Warcaster Lieutenant [0(4)]\n - Charger [9]\n - Charger [9]\nSword Knights (min) [8]\n","c1101b_-0e919c9cicakanaj9ca5a6a9aibzbz___-0niO9E9F9Fawaw9Hakazim9b9b9Q"
6042,3021,6,"Damiano 1","Mercenary Army - 75 / 75 points\n[Theme] The Irregulars\n\n(Damiano 1) Captain Damiano [+28]\n - Nomad [11]\n - Nomad [11]\n - Nomad [11]\n - Sylys Wyshnalyrr, The Seeker [0(4)]\nEilish Garrity, the Occultist [0(5)]\nGobber Tinker [2]\nOrin Midwinter, Rogue Inquisitor [0(5)]\nRhupert Carvolo, Piper of Ord [0(4)]\nIdrian Skirmishers (max) [15]\n - Idrian Skirmisher Chieftain & Guide [5]\nKayazy Assassins (max) [15]\n - Kayazy Assassin Underboss [4]\nKayazy Eliminators [5]\nKayazy Eliminators [5]\nLady Aiyana & Master Holt [8]\nSteelhead Halberdiers (max) [11]\n","c6101b_-0J9p5Z5Z5Z9vj6dH7y7z3G3Hcfcgchch8MiB___-0R5t5Z5Z5Z5Z9v7jj6g89u7za5a6a9iF9U9V"
6043,3021,6,"MacBain 1","Mercenary Army - 74 / 75 points\n[Theme] Llaelese Resistance\n\n(MacBain 1) Drake MacBain [+30]\n - Nomad [11]\n - Nomad [11]\n - Nomad [11]\n - Nomad [11]\n - Sylys Wyshnalyrr, The Seeker [4]\nAnastasia di Bray [3]\nEilish Garrity, the Occultist [0(5)]\nMajor Harrison Gibbs [4]\nRagman [4]\nRhupert Carvolo, Piper of Ord [4]\nStormblade Infantry [10]\n - Stormblade Infantry Officer & Standard [0(5)]\n - Stormblade Infantry Storm Gunner (3) [6]\nThorn Gun Mages [9]\nTrencher Infantry (max) [16]\n - Trencher Infantry Officer & Sniper [0(5)]\n","c6101b_-0J9p5Z5Z5Z9vj6dH7y7z3G3Hcfcgchch8MiB___-0R5t5Z5Z5Z5Z9v7jj6g89u7za5a6a9iF9U9V"
6046,3023,4,"Skarre 1","Cryx Army - 75 / 75 points\n[Theme] Dark Host\n\n(Skarre 1) Pirate Queen Skarre [+28]\n - Inflictor [13]\n - Stalker [8]\n - Stalker [8]\n - Skarlock Thrall [0(4)]\nBane Lord Tartarus [0(6)]\nDarragh Wrathe [9]\nMachine Wraith [2]\nScrap Thralls [2]\nBane Knights (max) [15]\nBane Warriors (max) [16]\n - Bane Warrior Officer & Standard [0(5)]\nWraith Engine [15]\nWraith Engine [15]\n","c4101b_-0B0Fd-1h1h2Ai22E2k2oi5h-h_bBbB___-0Y0x19191x9u2x2x751Q1T1N1P1N1P"
6047,3023,4,"Deneghra 1","Cryx Army - 75 / 75 points\n[Theme] Scourge of the Broken Coast\n\n(Deneghra 1) Warwitch Deneghra [+28]\n - Deathripper [6]\n - Deathripper [6]\n - Nightmare [18]\nRagman [4]\nSatyxis Raider Captain [0(4)]\nSatyxis Raider Captain [0(4)]\nCylena Raefyll & Nyss Hunters (max) [19]\nSatyxis Blood Witches (min) [8]\n - Satyxis Blood Hag [4]\nSatyxis Raiders (max) [16]\n - Satyxis Raider Sea Witch [3]\nSatyxis Raiders (max) [16]\n - Satyxis Raider Sea Witch [3]\n","c4101b_-0B0Fd-1h1h2Ai22E2k2oi5h-h_bBbB___-0Y0x19191x9u2x2x751Q1T1N1P1N1P"
6048,3024,2,"Thyra 1","Protectorate Army - 75 / 75 points\n[Theme] Guardians of the Temple\n\n(Thyra 1) Thyra, Flame of Sorrow [+29]\n - Guardian [15]\n - Sanctifier [14]\nNicia, Tear of Vengeance [0(5)]\nPyrrhus, Flameguard Hero [0(5)]\nWrack [1]\nChoir of Menoth (min) [4]\nDaughters of the Flame [10]\nFlame Bringers (max) [17]\nFlame Bringers (max) [17]\nTemple Flameguard (max) [11]\n - Temple Flameguard Officer & Standard [0(4)]\nTemple Flameguard (max) [11]\n - Temple Flameguard Officer & Standard [4]\n","c2101b_-0c3K1X3U3Sf73B2_2MdSdS2K2L2K2L___-0O171q1q1q1r3U243q3E3B303G3H3G3H"
6049,3024,2,"Amon 1","Protectorate Army - 75 / 75 points\n[Theme] The Faithful Masses\n\n(Amon 1) High Allegiant Amon Ad-Raza [+29]\n - Dervish [7]\n - Dervish [7]\n - Dervish [7]\n - Devout [9]\n - Sanctifier [14]\n - Templar [15]\n - Hierophant [3]\nHigh Paladin Dartan Vilmon [0(6)]\nWrack [1]\nChoir of Menoth (max) [6]\nIdrian Skirmishers (max) [15]\n - Idrian Skirmisher Chieftain & Guide [0(5)]\nIdrian Skirmishers (max) [15]\n - Idrian Skirmisher Chieftain & Guide [5]\n","c2101b_-0c3K1X3U3Sf73B2_2MdSdS2K2L2K2L___-0O171q1q1q1r3U243q3E3B303G3H3G3H"
6050,3025,10,"Saeryn 1","Legion Army - 75 / 75 points\n[Theme] Oracles of Annihilation\n\n(Saeryn 1) Saeryn, Omen of Everblight [+28]\n - Angelius [17]\n - Angelius [17]\n - Naga Nightlurker [8]\n - Zuriel [18]\n - Succubus [0(4)]\nBlighted Nyss Sorceress & Hellion [0(6)]\nSpell Martyr [1]\nSpell Martyr [1]\nThe Forsaken [0(4)]\nBlackfrost Shard [9]\nThrone of Everblight [16]\nThrone of Everblight [16]\n","ca101b_-0taIaPaPbveKbubecocob9brhWhW___-0ug-g_bfeKbubbbbbbkacobjblaYaY"
6051,3025,10,"Kallus 2","Legion Army - 75 / 75 points\n[Theme] Children of the Dragon\n\n(Kallus 2) Kallus, Devastation of Everblight [+28]\n - Azrael [21]\n - Nephilim Bolt Thrower [11]\n - Zuriel [18]\n - Succubus [4]\nBlighted Nyss Shepherd [1]\nBlighted Nyss Shepherd [1]\nBlighted Nyss Shepherd [1]\nCraelix, Fang of Everblight [0(6)]\nSpell Martyr [1]\nBlighted Nyss Hex Hunters (min) [9]\n - Bayal, Hound of Everblight [0(6)]\nBlighted Nyss Raptors (max) [18]\nBlighted Nyss Raptors (max) [18]\n","ca101b_-0taIaPaPbveKbubecocob9brhWhW___-0ug-g_bfeKbubbbbbbkacobjblaYaY"
6052,3026,3,"Butcher 3","Khador Army - 74 / 75 points\n[Theme] Jaws of the Wolf\n\n(Butcher 3) Kommander Zoktavir, The Butcher Unleashed [+22]\n - Destroyer [14]\n - Juggernaut [12]\n - Juggernaut [12]\n - Ruin [17]\n - War Dog [3]\nGreylord Forge Seer [0(4)]\nGreylord Forge Seer [0(4)]\n - Behemoth [25]\nYuri the Axe [0(6)]\nBattle Mechaniks (min) [3]\nKayazy Eliminators [5]\nKayazy Eliminators [5]\n","c3101b_-0xdI7p0d0deQ8fhFhF7w8y86chch___-0fhzf88t8rgc8M8I7-7X7W7X7W7X7W"
6053,3026,3,"Old Witch 2","Khador Army - 73 / 75 points\n[Theme] Winter Guard Kommand\n\n(Old Witch 2) Zevanna Agha, The Fate Keeper [+27]\n - Victor [38]\nKovnik Jozef Grigorovich [4]\nWidowmaker Marksman [4]\nWinter Guard Artillery Kapitan [0(3)]\nLady Aiyana & Master Holt [8]\n - Koldun Kapitan Valachev [4]\nWinter Guard Mortar Crew [0(5)]\nWinter Guard Rifle Corps (min) [8]\n - Winter Guard Rocketeer (3) [6]\nWinter Guard Rifle Corps (min) [8]\n - Winter Guard Rocketeer (3) [6]\nWinter Guard Rifle Corps (min) [8]\n - Winter Guard Rocketeer (3) [6]\n","c3101b_-0xdI7p0d0deQ8fhFhF7w8y86chch___-0fhzf88t8rgc8M8I7-7X7W7X7W7X7W"
6054,3027,14,"Heretic 1","Grymkin Army - 75 / 75 points\n[Theme] Dark Menagerie\n\n(Heretic 1) The Heretic [+28]\n - Cage Rager [14]\n - Cage Rager [14]\n - Crabbit [0(n/a)]\n - Crabbit [0(n/a)]\n - Frightmare [9]\n - Frightmare [9]\n - Gorehound [6]\n - Rattler [8]\n - Skin & Moans [15]\n - Skin & Moans [15]\nGremlin Swarm [0(3)]\nGremlin Swarm [0(3)]\nGremlin Swarm [0(3)]\nGremlin Swarm [0(3)]\nDeath Knell [13]\n","ce101b_-0rhuh2h2hyhyh5h5h6h7h3h3hmhmhmhmhr___-0rhth2h2hyh4h6h7h3h3hmhmhmhmhnh8hr"
6055,3027,14,"Dreamer 1","Grymkin Army - 75 / 75 points\n[Theme] Dark Menagerie\n\n(Dreamer 1) The Dreamer [+28]\n - Cage Rager [14]\n - Cage Rager [14]\n - Crabbit [0(n/a)]\n - Crabbits (2) [7]\n - Gorehound [6]\n - Rattler [8]\n - Skin & Moans [15]\n - Skin & Moans [15]\nGremlin Swarm [0(3)]\nGremlin Swarm [0(3)]\nGremlin Swarm [0(3)]\nGremlin Swarm [0(3)]\nLady Karianna Rose [4]\nDread Rots (min) [7]\nDeath Knell [13]\n","ce101b_-0rhuh2h2hyhyh5h5h6h7h3h3hmhmhmhmhr___-0rhth2h2hyh4h6h7h3h3hmhmhmhmhnh8hr"
6056,3028,7,"Madrak 3","Trollbloods Army - 74 / 75 points\n[Theme] Band of Heroes\n\n(Madrak 3) Madrak, Great Chieftain [+29]\n - Glacier King [35]\nFell Caller Hero [0(5)]\nFell Caller Hero [0(5)]\nFennblade Kithkar [4]\nSwamp Gobber Chef [1]\nKriel Warriors (max) [11]\n - Kriel Warrior Caber Thrower (1) [2]\n - Kriel Warrior Standard & Piper [3]\nKriel Warriors (max) [11]\n - Kriel Warrior Caber Thrower (1) [2]\n - Kriel Warrior Standard & Piper [3]\nKriel Warriors (max) [11]\n - Kriel Warrior Caber Thrower (1) [2]\n - Kriel Warrior Standard & Piper [3]\nTrollkin Fennblades (max) [15]\n - Fennblade Officer and Drummer [0(5)]\n","c7101b_-0agPfm6G6GcFfF0o63680o63680o63680b0c___-0a4Nc66G6G6O0l0miTcCiTbKcDcA"
6057,3028,7,"Madrak 1","Trollbloods Army - 75 / 75 points\n[Theme] Band of Heroes\n\n(Madrak 1) Madrak Ironhide, Thornwood Chieftain [+29]\n - Mountain King [36]\nFell Caller Hero [0(5)]\nFell Caller Hero [0(5)]\nTrollkin Champion Hero [0(5)]\nKrielstone Bearer & Stone Scribes (max) [9]\n - Stone Scribe Elder [3]\nTrollkin Champions (max) [16]\n - Trollkin Sorcerer (1) [3]\nTrollkin Champions (max) [16]\n - Skaldi Bonehammer [5]\n - Trollkin Sorcerer (2) [6]\nTrollkin Warders (min) [10]\n","c7101b_-0agPfm6G6GcFfF0o63680o63680o63680b0c___-0a4Nc66G6G6O0l0miTcCiTbKcDcA"
6058,3029,2,"High Reclaimer 2","Protectorate Army - 75 / 75 points\n[Theme] Exemplar Interdiction\n\n(High Reclaimer 2) Testament of Menoth [+27]\n - Devout [9]\n - Revenger [10]\n - Revenger [10]\nExemplar Warder Elias Gade [0(5)]\nVassal Mechanik [1]\nWrack [1]\nChoir of Menoth (min) [4]\nExemplar Errants (max) [16]\n - Exemplar Errant Officer & Standard [4]\nExemplar Errants (max) [16]\n - Exemplar Errant Officer & Standard [4]\nKnights Exemplar [9]\n - Knights Exemplar Officer [0(5)]\nKnights Exemplar [9]\n - Knights Exemplar Officer [0(5)]\nKnights Exemplar [9]\n","c2101b_-0E0Q1r1H1Hk93t3B2_2mbQ2mbQ2jfV2jfV2j___-0O151U1r1X3q3k3kjC3E7z3C3t3B2_iq3O3G3H"
